"ENTIDAD","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"18","2020-02-22",-5,-2,2,3,3,0
"18","2020-02-23",-4,-1,1,1,-1,0
"18","2020-02-24",-4,-2,-3,5,12,-2
"18","2020-02-25",-4,-3,-2,3,9,-2
"18","2020-02-26",-1,-1,7,-1,5,-1
"18","2020-02-27",-1,0,-1,2,4,0
"18","2020-02-28",1,3,2,4,14,-2
"18","2020-02-29",2,5,8,0,5,0
"18","2020-03-01",2,8,5,3,3,-1
"18","2020-03-02",1,4,-1,-2,13,-1
"18","2020-03-03",-3,0,-5,-2,10,-1
"18","2020-03-04",0,2,-5,-1,9,-1
"18","2020-03-05",0,1,-3,-1,8,-1
"18","2020-03-06",0,0,-3,8,14,-2
"18","2020-03-07",3,1,7,4,5,-1
"18","2020-03-08",6,3,3,-1,2,0
"18","2020-03-09",-9,-7,-9,-3,-14,6
"18","2020-03-10",-3,-2,-5,1,9,-2
"18","2020-03-11",0,0,-4,-2,9,-2
"18","2020-03-12",1,2,-3,1,8,-2
"18","2020-03-13",6,4,-3,16,6,-1
"18","2020-03-14",11,14,21,21,3,-2
"18","2020-03-15",13,14,23,-5,0,-2
"18","2020-03-16",2,7,10,17,-45,8
"18","2020-03-17",-6,6,-8,4,0,1
"18","2020-03-18",-10,2,-14,-5,-16,6
"18","2020-03-19",-17,-2,-21,-13,-23,8
"18","2020-03-20",-25,-6,-29,-20,-19,10
"18","2020-03-21",-34,-7,-35,-23,-8,10
"18","2020-03-22",-42,-15,-43,-33,-14,10
"18","2020-03-23",-33,-16,-36,-29,-31,13
"18","2020-03-24",-37,-19,-38,-29,-36,14
"18","2020-03-25",-38,-21,-42,-32,-37,14
"18","2020-03-26",-39,-22,-43,-33,-39,15
"18","2020-03-27",-41,-22,-44,-39,-33,16
"18","2020-03-28",-42,-18,-43,-35,-19,13
"18","2020-03-29",-48,-22,-50,-42,-22,12
"18","2020-03-30",-36,-18,-41,-40,-37,14
"18","2020-03-31",-34,-15,-42,-33,-40,14
"18","2020-04-01",-35,-13,-42,-37,-43,15
"18","2020-04-02",-46,-10,-44,-38,-44,16
"18","2020-04-03",-56,-9,-50,-43,-40,18
"18","2020-04-04",-59,-6,-49,-39,-25,15
"18","2020-04-05",-67,-18,-59,-48,-30,14
"18","2020-04-06",-55,-14,-47,-44,-46,18
"18","2020-04-07",-55,-19,-48,-41,-49,17
"18","2020-04-08",-54,-16,-51,-41,-50,17
"18","2020-04-09",-64,-26,-58,-52,-62,21
"18","2020-04-10",-73,-36,-66,-63,-65,26
"18","2020-04-11",-72,-33,-64,-60,-49,21
"18","2020-04-12",-72,-33,-67,-57,-36,16
"18","2020-04-13",-58,-22,-55,-49,-47,19
"18","2020-04-14",-59,-25,-55,-47,-50,19
"18","2020-04-15",-55,-18,-54,-48,-49,18
"18","2020-04-16",-56,-20,-55,-51,-50,19
"18","2020-04-17",-60,-25,-57,-56,-45,22
"18","2020-04-18",-65,-31,-60,-53,-30,18
"18","2020-04-19",-70,-36,-67,-60,-32,15
"18","2020-04-20",-61,-33,-60,-55,-47,20
"18","2020-04-21",-63,-37,-63,-55,-50,20
"18","2020-04-22",-63,-36,-62,-53,-50,20
"18","2020-04-23",-63,-37,-62,-54,-50,21
"18","2020-04-24",-65,-37,-63,-58,-45,23
"18","2020-04-25",-67,-36,-64,-56,-31,19
"18","2020-04-26",-72,-39,-68,-62,-32,16
"18","2020-04-27",-62,-34,-60,-55,-46,21
"18","2020-04-28",-61,-34,-59,-51,-48,14
"18","2020-04-29",-59,-30,-57,-48,-48,19
"18","2020-04-30",-53,-18,-55,-46,-46,17
"18","2020-05-01",-67,-33,-63,-57,-56,24
"18","2020-05-02",-64,-28,-58,-52,-32,18
"18","2020-05-03",-70,-34,-65,-57,-29,15
"18","2020-05-04",-58,-27,-54,-49,-45,19
"18","2020-05-05",-59,-29,-56,-46,-47,19
"18","2020-05-06",-57,-28,-54,-48,-46,19
"18","2020-05-07",-58,-30,-57,-49,-47,20
"18","2020-05-08",-61,-29,-59,-51,-41,21
"18","2020-05-09",-61,-25,-58,-48,-26,17
"18","2020-05-10",-66,-31,-63,-56,-16,11
"18","2020-05-11",-59,-31,-59,-51,-44,19
"18","2020-05-12",-59,-31,-57,-46,-45,19
"18","2020-05-13",-57,-28,-56,-46,-45,19
"18","2020-05-14",-57,-28,-58,-50,-45,20
"18","2020-05-15",-56,-23,-56,-48,-39,20
"18","2020-05-16",-59,-24,-56,-47,-24,17
"18","2020-05-17",-66,-30,-64,-52,-22,14
"18","2020-05-18",-52,-19,-52,-46,-40,18
"18","2020-05-19",-55,-24,-53,-45,-44,18
"18","2020-05-20",-54,-21,-52,-42,-43,18
"18","2020-05-21",-55,-22,-54,-45,-44,19
"18","2020-05-22",-59,-24,-55,-48,-37,20
"18","2020-05-23",-61,-23,-54,-47,-20,15
"18","2020-05-24",-67,-29,-59,-51,-19,13
"18","2020-05-25",-55,-24,-52,-46,-40,18
"18","2020-05-26",-56,-27,-52,-43,-40,17
"18","2020-05-27",-55,-26,-52,-45,-40,18
"18","2020-05-28",-56,-23,-52,-46,-40,18
"18","2020-05-29",-56,-19,-52,-45,-34,19
"18","2020-05-30",-59,-17,-52,-43,-14,14
"18","2020-05-31",-63,-22,-56,-47,-12,12
"18","2020-06-01",-48,-17,-46,-39,-33,15
"18","2020-06-02",-49,-19,-47,-36,-36,15
"18","2020-06-03",-47,-18,-45,-39,-36,15
"18","2020-06-04",-49,-19,-47,-40,-37,16
"18","2020-06-05",-53,-21,-52,-45,-31,18
"18","2020-06-06",-55,-20,-50,-41,-13,13
"18","2020-06-07",-58,-24,-53,-45,-11,11
"18","2020-06-08",-49,-20,-47,-42,-32,16
"18","2020-06-09",-50,-22,-45,-40,-34,15
"18","2020-06-10",-47,-20,-45,-38,-34,15
"18","2020-06-11",-47,-21,-46,-41,-34,16
"18","2020-06-12",-49,-19,-46,-41,-29,16
"18","2020-06-13",-50,-16,-44,-38,-9,12
"18","2020-06-14",-54,-21,-46,-41,-7,10
"18","2020-06-15",-41,-10,-38,-35,-30,13
"18","2020-06-16",-41,-13,-38,-34,-32,13
"18","2020-06-17",-41,-13,-38,-35,-33,13
"18","2020-06-18",-42,-14,-38,-36,-34,14
"18","2020-06-19",-45,-13,-41,-36,-28,13
"18","2020-06-20",-44,-8,-38,-30,-8,10
"18","2020-06-21",-52,-19,-48,-41,2,7
"18","2020-06-22",-45,-17,-43,-36,-32,14
"18","2020-06-23",-45,-19,-42,-36,-35,14
"18","2020-06-24",-45,-20,-47,-37,-35,14
"18","2020-06-25",-45,-18,-44,-36,-35,15
"18","2020-06-26",-50,-21,-50,-38,-30,17
"18","2020-06-27",-49,-15,-43,-32,-11,12
"18","2020-06-28",-53,-21,-48,-38,-7,10
"18","2020-06-29",-44,-17,-45,-34,-31,14
"18","2020-06-30",-40,-12,-41,-32,-33,13
"18","2020-07-01",-39,-13,-43,-30,-34,13
"18","2020-07-02",-40,-12,-42,-30,-35,14
"18","2020-07-03",-43,-13,-42,-30,-29,14
"18","2020-07-04",-46,-15,-42,-32,-10,11
"18","2020-07-05",-49,-18,-42,-31,-7,9
"18","2020-07-06",-41,-13,-37,-32,-32,13
"18","2020-07-07",-45,-21,-44,-32,-38,15
"18","2020-07-08",-43,-19,-44,-31,-35,14
"18","2020-07-09",-42,-17,-39,-30,-35,14
"18","2020-07-10",-46,-18,-45,-30,-30,15
"18","2020-07-11",-45,-13,-39,-28,-10,11
"18","2020-07-12",-51,-21,-43,-30,-10,10
"18","2020-07-13",-41,-15,-40,-28,-33,13
"18","2020-07-14",-40,-16,-39,-29,-36,13
"18","2020-07-15",-34,-6,-36,-25,-34,12
"18","2020-07-16",-37,-10,-41,-26,-36,14
"18","2020-07-17",-41,-12,-42,-26,-30,14
"18","2020-07-18",-45,-13,-39,-22,-11,11
"18","2020-07-19",-46,-16,-40,-26,-9,9
"18","2020-07-20",-39,-14,-37,-26,-33,13
"18","2020-07-21",-39,-14,-38,-25,-36,13
"19","2020-02-15",10,8,10,7,6,-2
"19","2020-02-16",10,7,9,6,4,-1
"19","2020-02-17",4,5,3,15,10,-2
"19","2020-02-18",2,3,2,8,6,-2
"19","2020-02-19",-1,-2,-11,4,3,1
"19","2020-02-20",-6,-3,-15,2,3,1
"19","2020-02-21",-5,-2,-16,7,8,0
"19","2020-02-22",3,3,2,6,7,0
"19","2020-02-23",5,4,8,3,5,0
"19","2020-02-24",0,3,10,14,11,-2
"19","2020-02-25",1,3,10,8,7,-2
"19","2020-02-26",-1,-1,0,6,5,0
"19","2020-02-27",1,4,0,3,5,0
"19","2020-02-28",7,14,12,13,11,-3
"19","2020-02-29",10,15,18,14,10,-3
"19","2020-03-01",11,13,15,9,6,-2
"19","2020-03-02",5,10,3,15,11,-2
"19","2020-03-03",4,8,1,7,7,-2
"19","2020-03-04",4,5,11,4,6,-1
"19","2020-03-05",3,4,7,3,5,-1
"19","2020-03-06",2,5,9,11,11,-3
"19","2020-03-07",5,6,20,9,9,-2
"19","2020-03-08",7,5,28,7,6,-1
"19","2020-03-09",-10,-6,-13,-11,-15,7
"19","2020-03-10",2,6,2,7,7,-1
"19","2020-03-11",4,4,8,3,5,-1
"19","2020-03-12",4,12,14,3,5,-1
"19","2020-03-13",4,13,10,11,6,-2
"19","2020-03-14",2,15,14,6,5,-2
"19","2020-03-15",-5,6,-3,-7,0,0
"19","2020-03-16",-22,3,-24,-38,-64,19
"19","2020-03-17",-14,4,-23,-19,-12,7
"19","2020-03-18",-21,-2,-22,-31,-20,10
"19","2020-03-19",-28,-4,-27,-37,-25,12
"19","2020-03-20",-34,-6,-39,-37,-24,15
"19","2020-03-21",-42,-11,-53,-42,-15,14
"19","2020-03-22",-48,-17,-54,-47,-17,13
"19","2020-03-23",-37,-16,-39,-46,-30,15
"19","2020-03-24",-38,-15,-43,-50,-35,17
"19","2020-03-25",-40,-19,-41,-54,-38,18
"19","2020-03-26",-41,-18,-41,-55,-39,19
"19","2020-03-27",-40,-14,-42,-52,-35,19
"19","2020-03-28",-41,-11,-45,-50,-21,13
"19","2020-03-29",-49,-21,-57,-56,-22,13
"19","2020-03-30",-37,-17,-42,-49,-37,17
"19","2020-03-31",-35,-14,-43,-51,-40,18
"19","2020-04-01",-35,-8,-40,-53,-42,19
"19","2020-04-02",-47,-10,-42,-55,-44,21
"19","2020-04-03",-54,-6,-43,-50,-41,21
"19","2020-04-04",-57,-8,-52,-49,-29,17
"19","2020-04-05",-65,-19,-62,-57,-30,15
"19","2020-04-06",-56,-15,-48,-54,-48,22
"19","2020-04-07",-54,-16,-49,-58,-52,23
"19","2020-04-08",-52,-12,-44,-58,-54,23
"19","2020-04-09",-60,-13,-49,-67,-67,27
"19","2020-04-10",-70,-26,-62,-72,-72,32
"19","2020-04-11",-66,-23,-57,-64,-55,21
"19","2020-04-12",-67,-29,-63,-61,-34,13
"19","2020-04-13",-55,-20,-50,-56,-49,22
"19","2020-04-14",-54,-17,-53,-59,-51,24
"19","2020-04-15",-53,-15,-53,-61,-52,25
"19","2020-04-16",-53,-16,-51,-61,-52,26
"19","2020-04-17",-53,-14,-49,-58,-48,25
"19","2020-04-18",-59,-19,-53,-56,-33,17
"19","2020-04-19",-64,-28,-62,-61,-29,14
"19","2020-04-20",-57,-25,-51,-57,-47,22
"19","2020-04-21",-58,-25,-53,-60,-50,24
"19","2020-04-22",-57,-26,-50,-62,-50,24
"19","2020-04-23",-58,-25,-51,-62,-51,25
"19","2020-04-24",-59,-20,-52,-59,-47,25
"19","2020-04-25",-60,-19,-55,-57,-34,17
"19","2020-04-26",-67,-31,-67,-64,-32,16
"19","2020-04-27",-59,-27,-55,-63,-47,24
"19","2020-04-28",-59,-26,-56,-66,-50,19
"19","2020-04-29",-54,-20,-50,-66,-50,24
"19","2020-04-30",-40,-1,-42,-61,-49,21
"19","2020-05-01",-60,-14,-55,-74,-70,31
"19","2020-05-02",-57,-14,-53,-61,-39,17
"19","2020-05-03",-63,-27,-62,-68,-29,14
"19","2020-05-04",-52,-19,-49,-61,-46,22
"19","2020-05-05",-54,-20,-53,-63,-49,23
"19","2020-05-06",-52,-19,-47,-64,-48,23
"19","2020-05-07",-52,-17,-45,-64,-48,23
"19","2020-05-08",-53,-16,-51,-60,-45,24
"19","2020-05-09",-52,-5,-48,-56,-30,15
"19","2020-05-10",-61,-19,-58,-64,-10,10
"19","2020-05-11",-54,-23,-51,-60,-45,22
"19","2020-05-12",-52,-19,-48,-62,-46,22
"19","2020-05-13",-51,-19,-44,-63,-47,23
"19","2020-05-14",-50,-15,-44,-63,-47,23
"19","2020-05-15",-47,-6,-42,-57,-42,22
"19","2020-05-16",-50,-7,-46,-52,-28,14
"19","2020-05-17",-57,-18,-55,-61,-20,11
"19","2020-05-18",-48,-16,-44,-56,-41,20
"19","2020-05-19",-48,-16,-44,-59,-44,21
"19","2020-05-20",-48,-16,-41,-59,-44,21
"19","2020-05-21",-50,-16,-42,-59,-45,22
"19","2020-05-22",-49,-9,-42,-54,-40,21
"19","2020-05-23",-50,-7,-43,-50,-24,13
"19","2020-05-24",-57,-20,-53,-57,-18,11
"19","2020-05-25",-48,-16,-42,-53,-40,19
"19","2020-05-26",-49,-18,-46,-61,-41,20
"19","2020-05-27",-47,-17,-38,-61,-41,20
"19","2020-05-28",-45,-13,-38,-61,-41,20
"19","2020-05-29",-44,-4,-39,-55,-37,19
"19","2020-05-30",-45,0,-38,-50,-17,11
"19","2020-05-31",-51,-13,-51,-55,-9,10
"19","2020-06-01",-40,-6,-39,-51,-34,16
"19","2020-06-02",-41,-9,-39,-55,-37,17
"19","2020-06-03",-42,-12,-33,-56,-37,18
"19","2020-06-04",-43,-12,-35,-57,-38,18
"19","2020-06-05",-43,-6,-37,-53,-34,17
"19","2020-06-06",-44,-3,-37,-48,-16,10
"19","2020-06-07",-50,-15,-45,-52,-9,8
"19","2020-06-08",-43,-12,-38,-52,-33,16
"19","2020-06-09",-43,-14,-41,-56,-36,16
"19","2020-06-10",-42,-13,-34,-57,-37,16
"19","2020-06-11",-45,-15,-42,-58,-38,19
"19","2020-06-12",-39,-3,-33,-50,-32,16
"19","2020-06-13",-40,-1,-33,-45,-13,9
"19","2020-06-14",-45,-11,-41,-49,-3,7
"19","2020-06-15",-35,-5,-30,-48,-31,14
"19","2020-06-16",-35,-4,-31,-51,-34,15
"19","2020-06-17",-35,-8,-26,-53,-35,16
"19","2020-06-18",-37,-8,-28,-53,-36,16
"19","2020-06-19",-36,-2,-28,-48,-31,14
"19","2020-06-20",-36,3,-30,-41,-11,7
"19","2020-06-21",-46,-9,-44,-48,9,4
"19","2020-06-22",-40,-13,-33,-49,-34,15
"19","2020-06-23",-40,-12,-32,-53,-36,15
"19","2020-06-24",-39,-14,-33,-54,-36,16
"19","2020-06-25",-39,-10,-30,-53,-36,17
"19","2020-06-26",-40,-5,-31,-49,-32,16
"19","2020-06-27",-40,-4,-36,-43,-14,9
"19","2020-06-28",-45,-14,-41,-47,-4,8
"19","2020-06-29",-37,-9,-33,-47,-33,15
"19","2020-06-30",-32,-2,-30,-50,-34,15
"19","2020-07-01",-31,-2,-27,-51,-36,15
"19","2020-07-02",-36,-4,-31,-51,-37,16
"19","2020-07-03",-38,-1,-36,-47,-33,16
"19","2020-07-04",-52,-8,-46,-51,-21,13
"19","2020-07-05",-59,-19,-56,-55,-15,11
"19","2020-07-06",-39,-10,-37,-47,-35,15
"19","2020-07-07",-39,-10,-36,-52,-38,16
"19","2020-07-08",-39,-12,-33,-54,-38,17
"19","2020-07-09",-41,-12,-35,-53,-38,17
"19","2020-07-10",-40,-6,-36,-49,-34,16
"19","2020-07-11",-50,-7,-42,-49,-20,11
"19","2020-07-12",-57,-18,-53,-53,-13,10
"19","2020-07-13",-39,-11,-38,-49,-35,15
"19","2020-07-14",-37,-8,-37,-53,-38,16
"19","2020-07-15",-33,-4,-30,-52,-37,16
"19","2020-07-16",-35,-6,-34,-53,-38,16
"19","2020-07-17",-37,-4,-36,-47,-34,16
"19","2020-07-18",-49,-9,-46,-47,-21,12
"19","2020-07-19",-53,-14,-51,-51,-13,10
"19","2020-07-20",-37,-10,-38,-48,-36,15
"19","2020-07-21",-37,-10,-37,-52,-38,16
"20","2020-02-15",1,0,4,-3,2,-1
"20","2020-02-16",3,2,3,0,1,0
"20","2020-02-17",-1,0,1,1,11,-2
"20","2020-02-18",-1,-2,1,-3,9,-1
"20","2020-02-19",-2,-2,-2,-3,8,-1
"20","2020-02-20",-3,-4,2,-1,8,-1
"20","2020-02-21",-5,-5,-4,0,10,-1
"20","2020-02-22",-5,-5,3,1,2,0
"20","2020-02-23",-5,-3,0,-1,1,0
"20","2020-02-24",-5,-4,3,0,10,-1
"20","2020-02-25",-4,-4,0,1,7,-1
"20","2020-02-26",-6,-5,-4,0,6,-1
"20","2020-02-27",-4,-3,-5,-4,3,0
"20","2020-02-28",0,1,1,0,11,-1
"20","2020-02-29",2,4,1,0,5,0
"20","2020-03-01",2,4,-1,3,3,0
"20","2020-03-02",-1,1,0,5,13,-2
"20","2020-03-03",-1,0,3,-1,10,-2
"20","2020-03-04",-2,0,-4,-1,9,-1
"20","2020-03-05",-3,-3,-5,-4,10,-1
"20","2020-03-06",-4,-4,-5,-5,14,-2
"20","2020-03-07",-3,-4,-2,-5,5,0
"20","2020-03-08",-1,-2,-1,-6,2,1
"20","2020-03-09",-7,-5,-8,-6,-2,3
"20","2020-03-10",-3,-4,0,-2,9,-2
"20","2020-03-11",-3,-2,-4,-1,9,-1
"20","2020-03-12",-2,-3,-4,1,9,-2
"20","2020-03-13",1,3,1,2,11,-2
"20","2020-03-14",4,8,11,-4,4,-1
"20","2020-03-15",4,8,12,-13,1,0
"20","2020-03-16",-5,5,-2,-4,-37,7
"20","2020-03-17",-2,4,-4,-5,8,-2
"20","2020-03-18",-6,3,-10,-11,3,0
"20","2020-03-19",-9,0,-10,-14,-3,1
"20","2020-03-20",-15,-3,-16,-14,-4,3
"20","2020-03-21",-22,-7,-22,-16,-2,5
"20","2020-03-22",-28,-12,-29,-24,-6,5
"20","2020-03-23",-24,-13,-30,-25,-27,9
"20","2020-03-24",-27,-15,-34,-28,-31,10
"20","2020-03-25",-30,-18,-37,-29,-33,11
"20","2020-03-26",-33,-20,-37,-36,-34,12
"20","2020-03-27",-35,-19,-38,-39,-31,13
"20","2020-03-28",-37,-20,-39,-39,-13,9
"20","2020-03-29",-41,-23,-44,-46,-16,9
"20","2020-03-30",-31,-16,-37,-37,-35,12
"20","2020-03-31",-31,-15,-38,-37,-38,12
"20","2020-04-01",-33,-17,-40,-38,-40,13
"20","2020-04-02",-43,-20,-45,-43,-42,14
"20","2020-04-03",-51,-21,-49,-46,-39,16
"20","2020-04-04",-53,-23,-50,-45,-22,13
"20","2020-04-05",-57,-27,-52,-53,-23,11
"20","2020-04-06",-49,-22,-46,-45,-44,15
"20","2020-04-07",-48,-22,-48,-43,-46,15
"20","2020-04-08",-50,-23,-49,-43,-48,15
"20","2020-04-09",-56,-27,-53,-52,-56,18
"20","2020-04-10",-68,-40,-63,-65,-64,24
"20","2020-04-11",-65,-36,-59,-59,-41,17
"20","2020-04-12",-64,-37,-59,-59,-29,12
"20","2020-04-13",-51,-26,-49,-48,-44,16
"20","2020-04-14",-51,-26,-49,-48,-46,16
"20","2020-04-15",-49,-22,-49,-47,-45,16
"20","2020-04-16",-50,-24,-49,-50,-46,17
"20","2020-04-17",-54,-27,-52,-54,-42,20
"20","2020-04-18",-57,-30,-54,-54,-24,14
"20","2020-04-19",-61,-34,-58,-61,-23,12
"20","2020-04-20",-52,-28,-50,-49,-42,17
"20","2020-04-21",-54,-30,-54,-50,-45,16
"20","2020-04-22",-56,-32,-55,-52,-45,17
"20","2020-04-23",-58,-34,-57,-53,-46,18
"20","2020-04-24",-60,-35,-59,-58,-42,20
"20","2020-04-25",-61,-34,-59,-58,-25,15
"20","2020-04-26",-65,-38,-63,-64,-25,13
"20","2020-04-27",-56,-32,-56,-53,-43,18
"20","2020-04-28",-55,-30,-55,-51,-45,12
"20","2020-04-29",-54,-26,-55,-49,-44,17
"20","2020-04-30",-49,-18,-51,-47,-43,16
"20","2020-05-01",-61,-31,-60,-56,-50,21
"20","2020-05-02",-58,-27,-56,-54,-25,14
"20","2020-05-03",-63,-33,-61,-61,-21,12
"20","2020-05-04",-52,-25,-53,-47,-41,17
"20","2020-05-05",-53,-28,-55,-50,-45,17
"20","2020-05-06",-53,-27,-53,-49,-43,17
"20","2020-05-07",-54,-28,-55,-51,-43,18
"20","2020-05-08",-55,-26,-56,-52,-38,19
"20","2020-05-09",-54,-20,-52,-50,-18,14
"20","2020-05-10",-53,-22,-52,-57,-9,9
"20","2020-05-11",-54,-29,-54,-49,-40,17
"20","2020-05-12",-53,-28,-55,-49,-42,17
"20","2020-05-13",-52,-26,-53,-48,-42,17
"20","2020-05-14",-52,-25,-53,-49,-42,15
"20","2020-05-15",-51,-20,-50,-49,-36,17
"20","2020-05-16",-53,-20,-51,-50,-18,13
"20","2020-05-17",-59,-28,-57,-59,-17,11
"20","2020-05-18",-48,-20,-50,-46,-38,16
"20","2020-05-19",-51,-26,-51,-46,-41,16
"20","2020-05-20",-53,-34,-51,-44,-41,17
"20","2020-05-21",-55,-37,-53,-48,-43,18
"20","2020-05-22",-57,-36,-53,-51,-37,19
"20","2020-05-23",-59,-36,-54,-51,-18,14
"20","2020-05-24",-62,-41,-56,-58,-17,12
"20","2020-05-25",-53,-35,-51,-47,-40,18
"20","2020-05-26",-55,-37,-53,-49,-41,17
"20","2020-05-27",-55,-38,-54,-47,-41,18
"20","2020-05-28",-56,-37,-54,-50,-41,18
"20","2020-05-29",-56,-33,-54,-49,-36,20
"20","2020-05-30",-56,-31,-52,-48,-14,14
"20","2020-05-31",-60,-36,-56,-56,-10,12
"20","2020-06-01",-51,-30,-50,-44,-36,17
"20","2020-06-02",-53,-33,-52,-45,-39,17
"20","2020-06-03",-53,-34,-53,-44,-39,18
"20","2020-06-04",-54,-35,-55,-47,-40,18
"20","2020-06-05",-57,-34,-56,-50,-36,20
"20","2020-06-06",-59,-38,-58,-52,-17,16
"20","2020-06-07",-63,-43,-60,-59,-14,14
"20","2020-06-08",-56,-38,-55,-51,-39,19
"20","2020-06-09",-56,-38,-55,-50,-41,18
"20","2020-06-10",-55,-37,-56,-48,-41,18
"20","2020-06-11",-55,-36,-56,-50,-41,18
"20","2020-06-12",-56,-35,-57,-53,-36,20
"20","2020-06-13",-55,-33,-54,-50,-13,15
"20","2020-06-14",-60,-38,-57,-57,-8,13
"20","2020-06-15",-48,-25,-48,-43,-34,17
"20","2020-06-16",-47,-25,-50,-44,-36,16
"20","2020-06-17",-49,-30,-52,-45,-38,17
"20","2020-06-18",-50,-32,-54,-46,-38,18
"20","2020-06-19",-52,-31,-53,-49,-33,18
"20","2020-06-20",-52,-28,-52,-45,-10,14
"20","2020-06-21",-54,-33,-55,-53,0,11
"20","2020-06-22",-51,-34,-53,-45,-37,17
"20","2020-06-23",-53,-37,-55,-48,-39,16
"20","2020-06-24",-49,-32,-54,-44,-39,17
"20","2020-06-25",-50,-32,-53,-45,-39,17
"20","2020-06-26",-52,-32,-53,-47,-33,18
"20","2020-06-27",-53,-31,-52,-47,-11,14
"20","2020-06-28",-57,-37,-54,-53,-7,12
"20","2020-06-29",-46,-27,-50,-43,-34,16
"20","2020-06-30",-43,-22,-50,-43,-36,15
"20","2020-07-01",-43,-21,-49,-42,-36,15
"20","2020-07-02",-45,-25,-52,-45,-37,16
"20","2020-07-03",-47,-26,-53,-47,-32,18
"20","2020-07-04",-49,-26,-52,-46,-10,13
"20","2020-07-05",-54,-34,-55,-54,-7,12
"20","2020-07-06",-44,-27,-49,-43,-35,16
"20","2020-07-07",-42,-26,-50,-45,-37,15
"20","2020-07-08",-43,-28,-51,-44,-37,16
"20","2020-07-09",-44,-29,-51,-45,-37,16
"20","2020-07-10",-47,-30,-53,-49,-33,18
"20","2020-07-11",-49,-30,-53,-47,-12,14
"20","2020-07-12",-52,-34,-53,-54,-7,12
"20","2020-07-13",-42,-26,-48,-42,-35,16
"20","2020-07-14",-39,-23,-48,-43,-37,15
"20","2020-07-15",-37,-18,-47,-41,-36,15
"20","2020-07-16",-39,-21,-48,-43,-37,16
"20","2020-07-17",-42,-23,-49,-44,-32,17
"20","2020-07-18",-45,-25,-48,-43,-9,12
"20","2020-07-19",-49,-30,-50,-51,-7,11
"20","2020-07-20",-42,-25,-49,-43,-36,16
"20","2020-07-21",-42,-26,-50,-46,-38,16
"21","2020-02-15",6,5,1,6,4,-1
"21","2020-02-16",7,6,1,6,1,-1
"21","2020-02-17",2,3,-5,4,8,-2
"21","2020-02-18",-2,1,-2,2,8,-1
"21","2020-02-19",0,0,-2,2,8,-1
"21","2020-02-20",0,0,-3,3,8,-1
"21","2020-02-21",-1,-1,-6,6,10,-2
"21","2020-02-22",0,2,2,4,4,0
"21","2020-02-23",1,2,1,3,1,0
"21","2020-02-24",-1,1,-3,3,8,-2
"21","2020-02-25",-4,0,6,3,7,-1
"21","2020-02-26",-4,-2,7,0,4,0
"21","2020-02-27",-2,2,-3,2,4,0
"21","2020-02-28",1,5,-2,4,7,-1
"21","2020-02-29",4,10,3,5,6,0
"21","2020-03-01",6,9,6,5,4,-1
"21","2020-03-02",1,6,0,3,5,-1
"21","2020-03-03",-2,4,0,0,4,0
"21","2020-03-04",1,4,0,2,4,-1
"21","2020-03-05",1,5,8,3,1,0
"21","2020-03-06",-1,1,-5,3,7,-1
"21","2020-03-07",-1,3,-2,3,6,0
"21","2020-03-08",3,5,2,1,4,0
"21","2020-03-09",-12,-5,-12,-11,-23,8
"21","2020-03-10",-3,3,-1,3,5,-1
"21","2020-03-11",-2,2,-1,1,6,-1
"21","2020-03-12",0,4,0,5,7,-1
"21","2020-03-13",1,6,-1,6,-4,1
"21","2020-03-14",2,11,4,9,4,-1
"21","2020-03-15",0,5,3,-4,1,0
"21","2020-03-16",-8,7,-8,-7,-53,12
"21","2020-03-17",-7,7,-5,3,-4,1
"21","2020-03-18",-10,5,-6,-6,-8,4
"21","2020-03-19",-14,5,-9,-10,-12,5
"21","2020-03-20",-23,-2,-18,-16,-12,7
"21","2020-03-21",-26,-1,-22,-17,-4,7
"21","2020-03-22",-33,-10,-29,-23,-6,7
"21","2020-03-23",-28,-12,-25,-26,-30,11
"21","2020-03-24",-34,-15,-25,-29,-37,13
"21","2020-03-25",-35,-16,-29,-33,-38,14
"21","2020-03-26",-37,-16,-31,-34,-39,16
"21","2020-03-27",-38,-16,-32,-37,-36,16
"21","2020-03-28",-38,-11,-32,-31,-15,11
"21","2020-03-29",-44,-18,-41,-37,-17,11
"21","2020-03-30",-34,-16,-32,-36,-42,15
"21","2020-03-31",-36,-16,-30,-36,-44,16
"21","2020-04-01",-36,-14,-31,-37,-46,17
"21","2020-04-02",-47,-13,-36,-38,-47,19
"21","2020-04-03",-57,-10,-37,-39,-45,20
"21","2020-04-04",-56,-6,-38,-33,-24,14
"21","2020-04-05",-62,-14,-45,-39,-24,12
"21","2020-04-06",-52,-11,-32,-38,-50,18
"21","2020-04-07",-51,-13,-31,-38,-52,18
"21","2020-04-08",-50,-11,-31,-36,-53,18
"21","2020-04-09",-55,-10,-35,-39,-61,21
"21","2020-04-10",-70,-27,-46,-57,-72,28
"21","2020-04-11",-65,-22,-44,-49,-47,18
"21","2020-04-12",-64,-26,-50,-45,-28,13
"21","2020-04-13",-51,-17,-36,-41,-50,19
"21","2020-04-14",-52,-16,-34,-39,-52,19
